id_produk,nama_produk,id_user,nama_akun,rating_user,ulasan_produk,waktu_review,varian_produk,kategori
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI1419,D***e,5,Pengiriman samedaynya cepet dan packing aman👍👍,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI3275,graygah,5,none,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0423,Hariawan,5,"sudah sampai dengan selamat, thankyouuu",Lebih dari 1 tahun lalu,Varian: XXL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0673,W***a,5,Response seller cepat 👍🏻👍🏻👍🏻👍🏻👍🏻 Pengiriman cepat sekali 👍🏻👍🏻👍🏻👍🏻👍🏻 Barang original 👍🏻👍🏻👍🏻👍🏻👍🏻,Lebih dari 1 tahun lalu,Varian: XXL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0301,DeonDestira,5,Mantap gan 👌,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0302,S***a,5,mantap,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI3088,habel,5,"Mantapp, barang goib tapi worth, jadi harus buru"" klo lagi ready",Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0316,E***a,5,paket sudah diterim dengan baik,Lebih dari 1 tahun lalu,Varian: XXL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI3276,Fitlly,5,none,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0051,Kevin,5,mantap,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0159,R***n,5,Udah biasa beli gaming gear di ggs dan udah biasa juga kasih rating max karena emang kualitas barang dan service ggs juga max!,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0777,C***s,5,Mantap,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI0435,H***m,5,none,Lebih dari 1 tahun lalu,Varian: XXL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2347,XRaypad Aqua Control+ ROB Strata - Gaming Mousepad,UI3277,donny,5,thnks good gaming shop,Lebih dari 1 tahun lalu,Varian: XL,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI0892,A***m,5,barang berfungsi dgn baik,2 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI0536,I***m,3,dongel nyangkut di dalam gak ngaruh sisanya bagus,3 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI3278,Mediyan,5,"Mendarat aman, ini secara fungsional kepke banget. Mouse recommended, tp buat aku ini terlalu ringan buat main game.",4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI3279,liff,4,Barang nya bagus sih cocok untuk kompetitif ringan tapi 1. kgk cocok buat tangan saya ternyata terlalu ceper bikin pegel (kalo ini selera ya 2. DPI nya suka keganti sendi...,4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI2337,Rifqi,5,tombol dpi dibawah sering keteken sayangnya,4 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI0341,E***n,5,"packaging bagus dan tidak ada minus setelah sampai, seller fast respon dan ramah. 👍👍👍",4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI3165,Theodore,5,Barang mantap. Terima kasih!,4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI0053,M***d,5,"Bagus sii walaupun ga ada driver dari rexusnya, buat saya yang jarang main game pake mouse yaa okee laa, saya sendiri setting speed mousenya di setting-an windows hahaha",4 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI3280,Mardiana,5,overall bagus harga paling terjangkau admin baik bgt langsung dikirim dihari yg sama makasih atmin,5 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI1018,b***s,4,Sayang ga ada software,5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI0536,I***m,5,mangstab tararengkyu sticker nya,6 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI3281,Woko,5,Mouse nya super ringanz feel di tangan juga pas. Wired aman. Pake Dongle juga aman. Terimakasih Bro 👍🏼,6 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2348,Rexus Arka III / 3 RX112 / RX-112 Gaming Mouse,UI3282,Mahendra,5,"packing rapih, seller gesit👌",6 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2349,Akko CS POM Silver Switch 3 pin - Keyboard Switch,UI0250,R***i,5,Build quality-nya terbaik dan enak banget buat nge-game,Lebih dari 1 tahun lalu,Varian: 1pcs,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI2349,Akko CS POM Silver Switch 3 pin - Keyboard Switch,UI0526,v***t,5,smooth af,Lebih dari 1 tahun lalu,Varian: 45pcs,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI2349,Akko CS POM Silver Switch 3 pin - Keyboard Switch,UI0194,Andreas,5,Enak banget buat gaming,Lebih dari 1 tahun lalu,Varian: 45pcs,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI2350,Glorious Model D - Gaming Mouse,UI3283,Tjio,5,Mantab Barang Bagus Packing rapi,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI0150,D***n,5,respons seller cepat. barang ori dan bagus.,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI0004,S***o,5,"Fast respond,barang original.👍",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI0386,Reza,5,"Good response, dapat bonus gantungan kunci dan stiker",Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI1096,V***d,4,muantaaaapp pollll👍👍,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI3284,Tagreg,5,"sejauh ini sih aman aman aja, kabelnya bagus lightweight kayak speedflexnya razer, mouse feetnya enak beutt jadi berasa wireless, untuk build quality ya expected lah ya u...",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI3285,Wiyono,5,"Bagus,tdk ada kendala",Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2350,Glorious Model D - Gaming Mouse,UI3286,E***s,5,Bagus,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI3287,Sawawa,5,"Magnetnya kenceng, jadi agak susah dilepas dan jadi clean banget keyboard lama ane. Mantabb",4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0013,X***z,5,"shroud langsung plug n play, base yang udah karat langsung ketutup shroud langsung bagus lagi",Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0513,alverly,5,none,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0203,A***n,5,"kualitas bagus, pengiriman cepat & aman, mantap lah pkoknya.",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI3288,Widhi,5,none,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0250,R***i,5,none,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI3289,c***a,5,"pengiriman cepat, barang dalam kondisi baik, packaging aman",Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI1168,Onoskasiw,5,none,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0418,J***h,5,Mantap ngab,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI1647,C***d,5,"Kualitas cukup lah, Seller jossssss..... thanks",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI3290,Chickin,5,"packaging aman, seller responsif. Thank you",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI1228,A***w,5,👌👌👌👌👌,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0053,M***d,5,bru beli kmarin lgsg datang hari ini. mantap GGS,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI1419,D***e,5,seller responsif barang sampe dengan selamat top,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI1419,D***e,5,barang sampai dengan selamat tanpa kekurangan apapun buat keyboard jadi aman seperti baru,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2351,Tecware Phantom Shroud Classic Magnetic Cover For Phantom 87 Keyboard,UI0012,K***h,5,"Mantap, warnanya match sama setup mouse, terimakasih!",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0127,K***n,5,"cakep, body alu solid, stock stabilizer minim rattle, foam lengkap, feel ngetik nyaman, udah bener2 ready to use selama ada switches & keycaps. kurang suka sama logo...",1 bulan lalu,Varian: Ungu,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0346,F***n,5,"Keyboard aluminium barebone pertama gua wkwkwk,untuk beratnya aga berat dibandingin 2 keyboard yang gua punya,ajazz ak820,sama maxfit 61,the best lah pokonya wkwkwk",2 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3291,Ivanna,5,none,3 bulan lalu,Varian: Ungu,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0533,Kelvin,5,none,3 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0093,Daffa,5,gokil,4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0468,Rizky,5,Belom coba sih nanti kalo udah coba baru review,4 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3292,Gangsar,5,"mendarat dengan cantik, alhamdulilah dapet promo 12.12",4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3293,Malvin,5,"BAGUS. punya berat kaya premium, alumunium tebal dipasang switch langsung thocky tanpa di mod, rgb terang parah banyak mode. fast respon shopnya, fast delivery, recomend...",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0060,Muhammad,5,barang sudah tiba semoga cocok dipasangin sama gateron baby kangaroo,5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3160,m***n,5,worth the price,5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0152,T***n,5,"seller responsif, informatif. barang bukan kaleng kaleng. rec seller.",5 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI1122,V***n,5,"Sesuai deskripis, semoga awet thanks",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0468,Rizky,5,"Cakep banget sih inii, ga perlu di mod jg udah bagus, build quality nya boleh nih. Worth the price",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3294,Arkan,5,okkkkk,5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0085,D***y,5,"Awalnya ku tak peduli, tapi berujung jatuh hati. Emang boleh seenak ini?",6 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3295,C***f,5,"Barang nya bagus banget, respon admin mantep, selalu menjawab dengan sabar wkwk. note : video unboxing wajib ya geng, sampe ke detail nge CHECK barang nya, siapa tau ada...",6 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3296,Oka,5,worth it banget di harga segini 👍👍👍,6 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI3297,Rezaldi,5,"Pelayanan goodgaming sih udah pasti manteb, keyboard nya terlalu bagus sih buat harga segitu, suaranya udah thocky low latency pula..mantab",6 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0202,A***a,5,none,6 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2352,LEOBOG HI75 / HI 75 Aluminium Barebone - Mechanical Keyboard,UI0064,R***a,5,Produknya bagus. Seller fast response dan ramah. Pengiriman sangat cepat. Recommended.,7 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI0408,Y***a,5,mantap satset satset!!,4 bulan lalu,"Varian: AP Piano 1,2mm","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI1488,Arga,5,Mantapp. Satset coyy,4 bulan lalu,"Varian: AP BLACK 1,6MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI3298,ARIK,5,"Barang sudah di terima, belum saya coba mudah2 an tidak ada kendala",4 bulan lalu,"Varian: AP WHITE 1,2MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI3299,Humam,5,Stabs anti rewel rewel club 👌,5 bulan lalu,"Varian: AP Piano 1,6mm","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI1235,A***y,2,jual stabilizer bekas. stemnya sudah ada bekas lube.,5 bulan lalu,"Varian: AP BLACK 1,6MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI1914,Jack,5,Cukup ok walaupun harganya lebih mahal dibandingkan alternatif lain.,5 bulan lalu,"Varian: AP BLACK 1,6MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI3300,V***V,5,Stabilizers dengan kualitas terbaik. Seller juga sangat responsif dan bertanggung jawab. Proses klaim kekurangan order sangat cepat dan lancar. Thanks Kak sukses terus,5 bulan lalu,"Varian: AP Piano 1,2mm","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI3300,V***V,5,Stabilizers terbaik. Pengiriman aman dan modelnya juga estetik karena ada pilihan warnanya. Thanks Kak,6 bulan lalu,"Varian: AP Piano 1,6mm","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI1488,Arga,5,Mantap wus wus,10 bulan lalu,"Varian: AP Piano 1,2mm","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI2365,G***r,5,"sesuai deskripsi, belum dicoba pasang, nanti diupdate",10 bulan lalu,"Varian: AP BLK 1,6MM LP","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI1477,Falah,5,"gak pake ribet tuning. lube sedikit pakai 205g0 & permatex, and ready to go. no rattle 👍🏻👍🏻",11 bulan lalu,"Varian: AP WHITE 1,2MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI1940,Dzikri,5,Gapake ribet cukup di lube langsung no ticking no rattle,11 bulan lalu,"Varian: AP WHTE1,6MM LP","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI0174,Yoga,5,Ini cocok banget buat yang males tuning & lubing soalnya stocknya aja udah oke banget,11 bulan lalu,"Varian: AP WHITE 1,6MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI0135,A***o,5,"Memang stabs mantap, tinggal lube lgsg no ticking no rattle, cuman pas masukin wirenya butuh usaha lebih.",12 bulan lalu,"Varian: AP BLACK 1,2MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI0470,Brian,5,"ke-2 kalinya beli stabs tx, memang mantap nggak ada rattle atau ticking yang penting jangan lupa dilube aja",Lebih dari 1 tahun lalu,"Varian: AP WHITE 1,6MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI0077,"TX Stabilizer Clip in Mechanical Keyboard - 2023 AP Version - AP WHTE1,6MM LP",UI0039,C***r,5,Selalu mantap dan cepat,Lebih dari 1 tahun lalu,"Varian: AP BLACK 1,6MM","Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI3301,Dharmawan,5,"Mantaaaap, Wkwkwkwkw Makasi Om mimin & team. Kibor nya sdh mendarat. Sdh di kasih kikep & jadi tambahan koleksi Wkwkwk Joss 🤟🏼",7 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI2404,Mallik,5,"Mantap, udh bsa pake software buat ganti fungsi tombol",8 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI3302,Feivel,5,cakep tapi sayang ga ad shift yang cocok :(,8 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0780,muhammad,5,kereenn udh paling mantep dah 🥰,9 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0011,F***t,5,Happy banget sama MG75 ini sampe akhirnya beli hitam dan putih. GGS and Productnya selalu JOSSSSSS,9 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0053,M***d,5,"done ga bg, DONEE",9 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0011,F***t,5,"Build quality nya bagus , Buat Budget Barebone udah bisa Wireless and wired sih worth abis karena 75% layout. No Backlight IMO cocoknya pake Keycaps terang Buat modder...",9 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0110,Andika,5,none,10 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI3303,r***b,5,"sip, admin ramah, barang selamat, pengiriman cepat, packing rapih",10 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0331,Adi,5,packing sangat aman. build quality juga bagus. terima kasih,11 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI0019,William,5,barebone yang feel thockynya udh berasa banget di budget segini 👍,11 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2353,MONSGEEK MG75 KEYBOARD KIT - Keyboard Gaming,UI3304,Faishal,5,sip,11 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
